system:index,ADAUID,ADAUID_1,APMean,Area_km2,CCSNAME,CCSNAME_1,CCSUID,CCSUID_1,CCSUID_12,CCSUID_12_,CDNAME,CDNAME_1,CDTYPE,CDTYPE_1,CDUID,CDUID_1,CDUID_12,CDUID_12_1,CMANAME,CMANAME_1,CMAPUID,CMAPUID_1,CMATYPE,CMATYPE_1,CMAUID,CMAUID_1,CMAUID_12,CMAUID_12_,CSDNAME,CSDNAME_1,CSDTYPE,CSDTYPE_1,CSDUID,CSDUID_1,CSDUID_12,CSDUID_12_,CTNAME,CTNAME_1,CTUID,CTUID_1,CTUID_12,CTUID_12_1,DAPOP16,DAPOP16_1,DATDWEL16,DATDWEL16_,DAUID,DAUID_1,DAUID_12,DAUID_12_1,DAURDWEL16,DAURDWEL_1,ERNAME,ERNAME_1,ERUID,ERUID_1,ERUID_12,ERUID_12_1,FID_Munici,FID_gda_00,FULL_NAME,F_geo,F_geo_1,MUN_NAME,OBJECTID,OBJECTID_2,OBJECTID_3,PRNAME,PRNAME_1,PRUID,PRUID_1,PRUID_12,PRUID_12_1,REG_NAME,SACCODE,SACCODE_1,SACTYPE,SACTYPE_1,SHAPE_Ar_1,SHAPE_Ar_2,SHAPE_Le_2,SHAPE_Le_3,SHAPE_Leng,Shape_Area,Shape_Le_1,geometry,mean,mean_1,system_i_1,system_ind,.geo
000000000000000004b7,35210049,35210049,19.53543707,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,573.06,573.06,5350573.06,5350573.06,5350573.06,5350573.06,465.0,465.0,141.0,141.0,35211583,35211583,35211583,35211583,141.0,141.0,Toronto,Toronto,3530,3530,3530,3530,1,27606,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,5027,5027,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-144912.306973,-144912.306973,2684.30611657,2684.30611657,99794.6510416,7.88703358259E-6,0.0201690898001,,0.04848431735167428,0.388347311168,00000000000000000025,00000000000000000025,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b8,35210049,35210049,19.61762305,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,573.06,573.06,5350573.06,5350573.06,5350573.06,5350573.06,530.0,530.0,163.0,163.0,35211584,35211584,35211584,35211584,161.0,161.0,Toronto,Toronto,3530,3530,3530,3530,1,27607,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,5028,5028,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-173612.107481,-173612.107481,2591.65154902,2591.65154902,99794.6510416,9.12166226544E-6,0.0192211847784,,0.062134253957328696,0.379439411853,00000000000000000026,00000000000000000026,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b9,35210049,35210049,19.31863709,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,573.06,573.06,5350573.06,5350573.06,5350573.06,5350573.06,908.0,908.0,271.0,271.0,35211585,35211585,35211585,35211585,271.0,271.0,Toronto,Toronto,3530,3530,3530,3530,1,27608,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,5129,5129,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-317533.729609,-317533.729609,3035.9980031,3035.9980031,99794.6510416,1.68287669707E-5,0.0210163765627,,0.10449918722509367,0.391072330025,0000000000000000007b,0000000000000000007b,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ba,35210049,35210049,18.88619879,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,573.06,573.06,5350573.06,5350573.06,5350573.06,5350573.06,84.0,84.0,24.0,24.0,35211586,35211586,35211586,35211586,24.0,24.0,Toronto,Toronto,3530,3530,3530,3530,1,27609,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,5130,5130,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-23152.0813805,-23152.0813805,610.351248956,610.351248956,99794.6510416,9.02391169292E-7,0.00394015404448,,0.10877941526844134,0.358565667672,0000000000000000007c,0000000000000000007c,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042,35210050,35210050,17.31020682,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,575.03,575.03,5350575.03,5350575.03,5350575.03,5350575.03,562.0,562.0,183.0,183.0,35210061,35210061,35210061,35210061,166.0,166.0,Toronto,Toronto,3530,3530,3530,3530,1,26483,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6298,6298,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-165314.108292,-165314.108292,3320.46587394,3320.46587394,99794.6510416,1.03271966391E-5,0.0254824449,,0.10847797038599087,0.486024010564,0000000000000000020b,0000000000000000020b,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,35210050,35210050,16.3200366,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,575.03,575.03,5350575.03,5350575.03,5350575.03,5350575.03,301.0,301.0,97.0,97.0,35210063,35210063,35210063,35210063,87.0,87.0,Toronto,Toronto,3530,3530,3530,3530,1,26484,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6299,6299,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-73353.0709044,-73353.0709044,1127.78089366,1127.78089366,99794.6510416,4.11797098319E-6,0.00854911523042,,0.09841086892422439,0.50063003047,0000000000000000020c,0000000000000000020c,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,35210050,35210050,16.61014699,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,575.03,575.03,5350575.03,5350575.03,5350575.03,5350575.03,579.0,579.0,195.0,195.0,35210065,35210065,35210065,35210065,188.0,188.0,Toronto,Toronto,3530,3530,3530,3530,1,26485,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6300,6300,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-156487.770821,-156487.770821,1596.04666957,1596.04666957,99794.6510416,9.156667832E-6,0.0124951314425,,0.12613574619987997,0.48790213772,0000000000000000020d,0000000000000000020d,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045,35210050,35210050,17.18095201,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,575.03,575.03,5350575.03,5350575.03,5350575.03,5350575.03,459.0,459.0,154.0,154.0,35210066,35210066,35210066,35210066,148.0,148.0,Toronto,Toronto,3530,3530,3530,3530,1,26486,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6301,6301,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-319093.313924,-319093.313924,2213.69759738,2213.69759738,99794.6510416,1.87132503248E-5,0.0171549098738,,0.11066091577959063,0.503851749804,0000000000000000020e,0000000000000000020e,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046,35210050,35210050,18.1251327,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,575.03,575.03,5350575.03,5350575.03,5350575.03,5350575.03,522.0,522.0,178.0,178.0,35210067,35210067,35210067,35210067,168.0,168.0,Toronto,Toronto,3530,3530,3530,3530,1,26487,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6302,6302,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-89937.5921632,-89937.5921632,1786.37875173,1786.37875173,99794.6510416,5.30492877965E-6,0.0140197206427,,0.11235785802316574,0.469000377489,0000000000000000020f,0000000000000000020f,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047,35210050,35210050,16.74628777,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,575.03,575.03,5350575.03,5350575.03,5350575.03,5350575.03,525.0,525.0,173.0,173.0,35210068,35210068,35210068,35210068,164.0,164.0,Toronto,Toronto,3530,3530,3530,3530,1,26488,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6303,6303,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-92889.7674835,-92889.7674835,1297.78950259,1297.78950259,99794.6510416,5.40827954179E-6,0.0101657832739,,0.10764556983800934,0.482001507845,00000000000000000210,00000000000000000210,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,35210050,35210050,19.4570813,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,575.03,575.03,5350575.03,5350575.03,5350575.03,5350575.03,831.0,831.0,285.0,285.0,35210069,35210069,35210069,35210069,275.0,275.0,Toronto,Toronto,3530,3530,3530,3530,1,26489,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6304,6304,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-370165.907738,-370165.907738,5248.91744005,5248.91744005,99794.6510416,1.99495892802E-5,0.0410050930735,,0.12014458318758177,0.483106120454,00000000000000000211,00000000000000000211,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,35210050,35210050,19.84476769,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,575.03,575.03,5350575.03,5350575.03,5350575.03,5350575.03,451.0,451.0,145.0,145.0,35210070,35210070,35210070,35210070,137.0,137.0,Toronto,Toronto,3530,3530,3530,3530,1,26490,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6305,6305,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-80510.0072458,-80510.0072458,1243.29675505,1243.29675505,99794.6510416,4.68991979711E-6,0.00973092136592,,0.12274038329672021,0.492871780171,00000000000000000212,00000000000000000212,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a,35210050,35210050,17.98847123,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,575.03,575.03,5350575.03,5350575.03,5350575.03,5350575.03,323.0,323.0,104.0,104.0,35210071,35210071,35210071,35210071,94.0,94.0,Toronto,Toronto,3530,3530,3530,3530,1,26491,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6093,6093,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-59633.9431716,-59633.9431716,1300.67494401,1300.67494401,99794.6510416,3.37029589982E-6,0.0101702524674,,0.12378834098929772,0.517085871791,00000000000000000140,00000000000000000140,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,35210050,35210050,17.34176066,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,575.03,575.03,5350575.03,5350575.03,5350575.03,5350575.03,531.0,531.0,181.0,181.0,35210159,35210159,35210159,35210159,176.0,176.0,Toronto,Toronto,3530,3530,3530,3530,1,26549,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6133,6133,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-177137.521813,-177137.521813,1914.21983112,1914.21983112,99794.6510416,1.03588682321E-5,0.0151946931085,,0.09519904830177746,0.417985852031,00000000000000000168,00000000000000000168,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,35210050,35210050,17.42971742,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,575.03,575.03,5350575.03,5350575.03,5350575.03,5350575.03,319.0,319.0,102.0,102.0,35210160,35210160,35210160,35210160,97.0,97.0,Toronto,Toronto,3530,3530,3530,3530,1,26550,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6134,6134,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-101127.336017,-101127.336017,1316.75159071,1316.75159071,99794.6510416,5.88668384871E-6,0.0100036326564,,0.09514292266758143,0.544397308369,00000000000000000169,00000000000000000169,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000408,35210050,35210050,16.92498711,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,575.03,575.03,5350575.03,5350575.03,5350575.03,5350575.03,1300.0,1300.0,423.0,423.0,35211399,35211399,35211399,35211399,392.0,392.0,Toronto,Toronto,3530,3530,3530,3530,1,27436,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6483,6483,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-373923.303088,-373923.303088,5586.36502546,5586.36502546,99794.6510416,2.1756088993E-5,0.0431160436828,,0.10354574389030112,0.50641368218,000000000000000002c4,000000000000000002c4,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b8,35210051,35210051,26.69100193,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,570.01,570.01,5350570.01,5350570.01,5350570.01,5350570.01,1142.0,1142.0,552.0,552.0,35211259,35211259,35211259,35211259,548.0,548.0,Toronto,Toronto,3530,3530,3530,3530,1,27357,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6449,6449,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-1.53116832544E7,-1.53116832544E7,20629.4707421,20629.4707421,99794.6510416,8.84881248546E-4,0.158434505915,,0.1143564641541438,0.34087547338,000000000000000002a2,000000000000000002a2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b9,35210051,35210051,23.06022487,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,570.02,570.02,5350570.02,5350570.02,5350570.02,5350570.02,343.0,343.0,133.0,133.0,35211262,35211262,35211262,35211262,132.0,132.0,Toronto,Toronto,3530,3530,3530,3530,1,27358,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6456,6456,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-179678.012753,-179678.012753,3099.56465962,3099.56465962,99794.6510416,1.04393078245E-5,0.0237393286226,,0.1532337496557591,0.501164438392,000000000000000002a9,000000000000000002a9,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ba,35210051,35210051,21.36896726,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,570.02,570.02,5350570.02,5350570.02,5350570.02,5350570.02,323.0,323.0,117.0,117.0,35211263,35211263,35211263,35211263,117.0,117.0,Toronto,Toronto,3530,3530,3530,3530,1,27359,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6457,6457,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-218044.680884,-218044.680884,2007.92392825,2007.92392825,99794.6510416,1.26219063005E-5,0.01516455844,,0.17369138291166686,0.530424794243,000000000000000002aa,000000000000000002aa,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bb,35210051,35210051,22.30816093,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,571.02,571.02,5350571.02,5350571.02,5350571.02,5350571.02,484.0,484.0,182.0,182.0,35211264,35211264,35211264,35211264,182.0,182.0,Toronto,Toronto,3530,3530,3530,3530,1,27360,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6458,6458,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-336497.282247,-336497.282247,2498.30250482,2498.30250482,99794.6510416,1.96863155567E-5,0.019499567613,,0.1478587327691799,0.470522301198,000000000000000002ab,000000000000000002ab,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bc,35210051,35210051,20.55150344,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,571.02,571.02,5350571.02,5350571.02,5350571.02,5350571.02,704.0,704.0,249.0,249.0,35211265,35211265,35211265,35211265,249.0,249.0,Toronto,Toronto,3530,3530,3530,3530,1,27361,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6459,6459,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-528875.362531,-528875.362531,3296.87438031,3296.87438031,99794.6510416,3.07565806127E-5,0.0257714484196,,0.1680020886863592,0.554200707236,000000000000000002ac,000000000000000002ac,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bd,35210051,35210051,21.67193234,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,571.02,571.02,5350571.02,5350571.02,5350571.02,5350571.02,485.0,485.0,189.0,189.0,35211266,35211266,35211266,35211266,184.0,184.0,Toronto,Toronto,3530,3530,3530,3530,1,27362,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6460,6460,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-283686.831266,-283686.831266,2571.92505794,2571.92505794,99794.6510416,1.63068174432E-5,0.0194917293397,,0.14638975375268864,0.503530548932,000000000000000002ad,000000000000000002ad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003be,35210051,35210051,21.52595226,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,571.02,571.02,5350571.02,5350571.02,5350571.02,5350571.02,446.0,446.0,209.0,209.0,35211267,35211267,35211267,35211267,189.0,189.0,Toronto,Toronto,3530,3530,3530,3530,1,27363,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6461,6461,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-468474.543706,-468474.543706,3388.66158857,3388.66158857,99794.6510416,2.74681067035E-5,0.0261552053549,,0.16382521944380313,0.602733669243,000000000000000002ae,000000000000000002ae,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bf,35210051,35210051,21.94076713,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,571.02,571.02,5350571.02,5350571.02,5350571.02,5350571.02,404.0,404.0,189.0,189.0,35211268,35211268,35211268,35211268,182.0,182.0,Toronto,Toronto,3530,3530,3530,3530,1,27364,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6462,6462,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-199811.713738,-199811.713738,1836.12661896,1836.12661896,99794.6510416,1.15514319681E-5,0.0140391872468,,0.14108706597690032,0.496625082383,000000000000000002af,000000000000000002af,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c0,35210051,35210051,23.28056294,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,571.02,571.02,5350571.02,5350571.02,5350571.02,5350571.02,429.0,429.0,176.0,176.0,35211269,35211269,35211269,35211269,166.0,166.0,Toronto,Toronto,3530,3530,3530,3530,1,27365,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6463,6463,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-347099.980591,-347099.980591,3036.43506335,3036.43506335,99794.6510416,2.02097529592E-5,0.0231987528797,,0.13315410390811322,0.365756459578,000000000000000002b0,000000000000000002b0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d5,35210051,35210051,23.00543227,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,571.02,571.02,5350571.02,5350571.02,5350571.02,5350571.02,567.0,567.0,212.0,212.0,35211292,35211292,35211292,35211292,208.0,208.0,Toronto,Toronto,3530,3530,3530,3530,1,27386,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6254,6254,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-296367.237413,-296367.237413,2386.21830755,2386.21830755,99794.6510416,1.74248443573E-5,0.0186286586661,,0.13035068318573137,0.491848276467,000000000000000001df,000000000000000001df,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d6,35210051,35210051,24.39692974,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,571.02,571.02,5350571.02,5350571.02,5350571.02,5350571.02,479.0,479.0,127.0,127.0,35211293,35211293,35211293,35211293,124.0,124.0,Toronto,Toronto,3530,3530,3530,3530,1,27387,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6255,6255,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-139168.011117,-139168.011117,1695.19808782,1695.19808782,99794.6510416,8.26369394435E-6,0.0132537422159,,0.10944124413924043,0.397756331432,000000000000000001e0,000000000000000001e0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d7,35210051,35210051,20.27571174,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,570.02,570.02,5350570.02,5350570.02,5350570.02,5350570.02,715.0,715.0,252.0,252.0,35211294,35211294,35211294,35211294,251.0,251.0,Toronto,Toronto,3530,3530,3530,3530,1,27388,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6256,6256,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-571021.904224,-571021.904224,4698.17920918,4698.17920918,99794.6510416,3.32413385529E-5,0.0355469513042,,0.15471785098393384,0.533051909224,000000000000000001e1,000000000000000001e1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d9,35210051,35210051,20.64258755,269.455099263,Brampton,Brampton,3521010,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,3521010,570.02,570.02,5350570.02,5350570.02,5350570.02,5350570.02,551.0,551.0,196.0,196.0,35211297,35211297,35211297,35211297,194.0,194.0,Toronto,Toronto,3530,3530,3530,3530,1,27390,City of Brampton,"{""type"":""MultiPoint"",""coordinates"":[]}","{""type"":""MultiPoint"",""coordinates"":[]}",Brampton,2,6237,6237,Ontario,Ontario,35,35,35,35,Peel,535,535,1,1,-506753.261613,-506753.261613,3871.88597146,3871.88597146,99794.6510416,2.87196919737E-5,0.0295978312402,,0.14181694060546843,0.481850203501,000000000000000001ce,000000000000000001ce,"{""type"":""MultiPoint"",""coordinates"":[]}"
