system:index,APMean,APMean_1,Area_km2,CCSNAME,CCSNAME_1,CCSUID,CCSUID_1,CCSUID_12,CDNAME,CDNAME_1,CDTYPE,CDTYPE_1,CDUID,CDUID_1,CDUID_12,CMANAME,CMANAME_1,CMAPUID,CMAPUID_1,CMATYPE,CMATYPE_1,CMAUID,CMAUID_1,CMAUID_12,CSDNAME,CSDNAME_1,CSDTYPE,CSDTYPE_1,CSDUID,CSDUID_1,CSDUID_12,CTNAME,CTNAME_1,CTUID,CTUID_1,CTUID_12,DAUID,DAUID_1,DAUID_12,ERNAME,ERNAME_1,ERUID,ERUID_1,ERUID_12,FID_Munici,FID_gda_00,FULL_NAME,MUN_NAME,OBJECTID,PRNAME,PRNAME_1,PRUID,PRUID_1,PRUID_12,REG_NAME,SACCODE,SACCODE_1,SACTYPE,SACTYPE_1,SHAPE_Leng,Shape_Area,Shape_Le_1,geometry,geometry_1,mean,.geo
00000000000000000313,10.25869711,15.29330793,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.01,516.01,5350516.01,5350516.01,5350516.01,35210938,35210938,35210938,Toronto,Toronto,3530,3530,3530,2,22377,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,375373.189707,5096.65575647,,,0.23385158380786294,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ce,10.40668139,15.51419866,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.01,516.01,5350516.01,5350516.01,5350516.01,35210554,35210554,35210554,Toronto,Toronto,3530,3530,3530,2,23738,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,379808.542937,4208.62192786,,,0.24822556874231308,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040f,10.26712298,15.26585236,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.01,516.01,5350516.01,5350516.01,5350516.01,35210937,35210937,35210937,Toronto,Toronto,3530,3530,3530,2,24272,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,214099.352906,2725.97482812,,,0.2169431754727997,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000484,10.78178307,16.06304138,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.01,516.01,5350516.01,5350516.01,5350516.01,35210943,35210943,35210943,Toronto,Toronto,3530,3530,3530,2,25238,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,147829.243701,2729.81124545,,,0.19863436551964633,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000538,10.20316892,15.20426668,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.01,516.01,5350516.01,5350516.01,5350516.01,35210939,35210939,35210939,Toronto,Toronto,3530,3530,3530,2,26451,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,254457.095197,2169.50570893,,,0.23338750458140525,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000577,11.66244255,17.38285894,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.01,516.01,5350516.01,5350516.01,5350516.01,35210606,35210606,35210606,Toronto,Toronto,3530,3530,3530,2,26854,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,278894.072819,2299.49405218,,,0.2021132511903242,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005b9,10.63038266,15.87207417,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.01,516.01,5350516.01,5350516.01,5350516.01,35210940,35210940,35210940,Toronto,Toronto,3530,3530,3530,2,27272,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,145982.3017,2255.03447993,,,0.23779402019606982,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005ce,10.23519163,15.27373521,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.01,516.01,5350516.01,5350516.01,5350516.01,35210555,35210555,35210555,Toronto,Toronto,3530,3530,3530,2,27441,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,214234.744904,2881.00531346,,,0.2295806279459656,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000616,11.17705684,16.65594649,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.01,516.01,5350516.01,5350516.01,5350516.01,35210553,35210553,35210553,Toronto,Toronto,3530,3530,3530,2,27877,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,276384.962434,3728.89343783,,,0.2408614594734477,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000636,10.6018775,15.82600617,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.01,516.01,5350516.01,5350516.01,5350516.01,35210607,35210607,35210607,Toronto,Toronto,3530,3530,3530,2,28062,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,481989.766955,3335.38866853,,,0.26687034888502503,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b4,12.53176279,18.74457342,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.02,516.02,5350516.02,5350516.02,5350516.02,35210585,35210585,35210585,Toronto,Toronto,3530,3530,3530,2,23591,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,147679.30814,2406.43068616,,,0.1720709479901023,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000430,15.28668449,22.80741028,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.02,516.02,5350516.02,5350516.02,5350516.02,35210592,35210592,35210592,Toronto,Toronto,3530,3530,3530,2,24511,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,284309.843638,3235.42049337,,,0.22146748358683246,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000431,12.3961747,18.50689716,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.02,516.02,5350516.02,5350516.02,5350516.02,35210584,35210584,35210584,Toronto,Toronto,3530,3530,3530,2,24525,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,87301.4482181,1164.98689053,,,0.16397850040472167,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000539,12.61671545,18.80810383,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.02,516.02,5350516.02,5350516.02,5350516.02,35210583,35210583,35210583,Toronto,Toronto,3530,3530,3530,2,26466,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,73664.7877538,1388.68194497,,,0.1526401566798416,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c1,14.47909991,21.59976033,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.02,516.02,5350516.02,5350516.02,5350516.02,35210587,35210587,35210587,Toronto,Toronto,3530,3530,3530,2,27329,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,451502.551228,2829.01657107,,,0.20696250315818904,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000419,13.05299276,19.49672371,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.03,516.03,5350516.03,5350516.03,5350516.03,35210603,35210603,35210603,Toronto,Toronto,3530,3530,3530,2,24380,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,371807.155092,2883.18832856,,,0.2150161401528588,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000495,15.06196136,22.52696046,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.03,516.03,5350516.03,5350516.03,5350516.03,35210590,35210590,35210590,Toronto,Toronto,3530,3530,3530,2,25357,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,491324.440365,3571.24748284,,,0.2504308463988781,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004fd,12.40695257,18.50786758,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.03,516.03,5350516.03,5350516.03,5350516.03,35210602,35210602,35210602,Toronto,Toronto,3530,3530,3530,2,26014,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,302557.128885,4804.55477044,,,0.18815541055871138,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000512,12.84827885,19.12234834,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.03,516.03,5350516.03,5350516.03,5350516.03,35210601,35210601,35210601,Toronto,Toronto,3530,3530,3530,2,26191,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,148666.240661,1578.69130144,,,0.19015864279339825,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000514,13.43386442,20.04885125,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.03,516.03,5350516.03,5350516.03,5350516.03,35210605,35210605,35210605,Toronto,Toronto,3530,3530,3530,2,26200,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,142368.143068,1664.54714512,,,0.20683195200872492,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000576,15.80864171,23.54031613,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.03,516.03,5350516.03,5350516.03,5350516.03,35210589,35210589,35210589,Toronto,Toronto,3530,3530,3530,2,26853,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,131337.51281,1458.95782866,,,0.21013209639664843,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005ea,15.98706168,23.85454074,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.03,516.03,5350516.03,5350516.03,5350516.03,35210591,35210591,35210591,Toronto,Toronto,3530,3530,3530,2,27597,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,280825.815324,3873.56370886,,,0.21108641896161123,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f0,14.0987097,21.11615853,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.03,516.03,5350516.03,5350516.03,5350516.03,35210588,35210588,35210588,Toronto,Toronto,3530,3530,3530,2,27640,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,119733.6548,1456.51319471,,,0.1784435923785914,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ad,12.68372151,18.93941781,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.03,516.03,5350516.03,5350516.03,5350516.03,35210604,35210604,35210604,Toronto,Toronto,3530,3530,3530,2,28990,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,138764.575227,2329.55374182,,,0.19805715205989144,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000355,12.10041565,18.1128962,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.04,516.04,5350516.04,5350516.04,5350516.04,35211566,35211566,35211566,Toronto,Toronto,3530,3530,3530,2,22850,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,107328.712952,1383.83557641,,,0.17214681899010256,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039b,14.93971277,22.25885743,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.04,516.04,5350516.04,5350516.04,5350516.04,35210598,35210598,35210598,Toronto,Toronto,3530,3530,3530,2,23358,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,67228.9197614,1048.3846999,,,0.21114213876018337,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bc,13.41684526,20.01858242,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.04,516.04,5350516.04,5350516.04,5350516.04,35211597,35211597,35211597,Toronto,Toronto,3530,3530,3530,2,23621,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,289297.363765,2328.30372584,,,0.235406493163063,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d3,12.5933505,18.79480114,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.04,516.04,5350516.04,5350516.04,5350516.04,35211565,35211565,35211565,Toronto,Toronto,3530,3530,3530,2,25770,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,484144.319837,2979.70059623,,,0.144278012082329,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060f,13.16654245,19.70936199,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.04,516.04,5350516.04,5350516.04,5350516.04,35211596,35211596,35211596,Toronto,Toronto,3530,3530,3530,2,27846,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,546379.940746,3601.17483826,,,0.2368320642451402,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000665,15.37644422,22.92481314,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.04,516.04,5350516.04,5350516.04,5350516.04,35210593,35210593,35210593,Toronto,Toronto,3530,3530,3530,2,28438,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,549209.896174,5331.60166404,,,0.2349320017572389,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fc,11.43175567,17.0516958,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.05,516.05,5350516.05,5350516.05,5350516.05,35210551,35210551,35210551,Toronto,Toronto,3530,3530,3530,2,22172,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,341814.476537,2519.92685617,,,0.228662002836853,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000302,11.04820251,16.45836216,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.05,516.05,5350516.05,5350516.05,5350516.05,35210944,35210944,35210944,Toronto,Toronto,3530,3530,3530,2,22214,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,534121.796686,3256.36794829,,,0.249086985893016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000467,11.5793409,17.23794777,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.05,516.05,5350516.05,5350516.05,5350516.05,35210539,35210539,35210539,Toronto,Toronto,3530,3530,3530,2,24950,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,237649.357639,2241.69910624,,,0.200449581687573,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052d,11.55181806,17.23306802,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.05,516.05,5350516.05,5350516.05,5350516.05,35210552,35210552,35210552,Toronto,Toronto,3530,3530,3530,2,26361,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,245760.284046,3616.98633836,,,0.21814477379400093,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005ad,11.3918139,16.99279836,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.05,516.05,5350516.05,5350516.05,5350516.05,35210941,35210941,35210941,Toronto,Toronto,3530,3530,3530,2,27181,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,150632.625413,1885.79127091,,,0.24460301522538822,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c0,11.61999048,17.32903207,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.05,516.05,5350516.05,5350516.05,5350516.05,35210945,35210945,35210945,Toronto,Toronto,3530,3530,3530,2,27325,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,341537.750446,2990.21833772,,,0.22602079549825527,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005d9,10.61040666,15.81343921,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.05,516.05,5350516.05,5350516.05,5350516.05,35210942,35210942,35210942,Toronto,Toronto,3530,3530,3530,2,27485,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,244095.001238,2289.91298948,,,0.23168325712779056,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000064c,11.8459094,17.67283581,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.05,516.05,5350516.05,5350516.05,5350516.05,35210550,35210550,35210550,Toronto,Toronto,3530,3530,3530,2,28269,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,126407.201639,1444.85414179,,,0.18829706634292284,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f5,12.3,18.41332568,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.06,516.06,5350516.06,5350516.06,5350516.06,35210547,35210547,35210547,Toronto,Toronto,3530,3530,3530,2,24040,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,220602.228305,2064.05112949,,,0.22539166864921664,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041b,13.68708156,20.42662499,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.06,516.06,5350516.06,5350516.06,5350516.06,35210545,35210545,35210545,Toronto,Toronto,3530,3530,3530,2,24385,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,257762.115724,2347.92390187,,,0.18921915711614828,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000309,13.28136814,19.80310018,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.08,516.08,5350516.08,5350516.08,5350516.08,35210515,35210515,35210515,Toronto,Toronto,3530,3530,3530,2,22292,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,125367.059635,2164.20728871,,,0.23931219674503798,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000397,12.7,19.0,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.08,516.08,5350516.08,5350516.08,5350516.08,35210462,35210462,35210462,Toronto,Toronto,3530,3530,3530,2,23336,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,127218.658065,1428.42186172,,,0.16293082501746525,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000438,13.51340506,20.19056689,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.08,516.08,5350516.08,5350516.08,5350516.08,35211437,35211437,35211437,Toronto,Toronto,3530,3530,3530,2,24593,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,937955.295888,5630.80523326,,,0.1947529537520349,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f7,13.28605902,19.86156918,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.08,516.08,5350516.08,5350516.08,5350516.08,35211480,35211480,35211480,Toronto,Toronto,3530,3530,3530,2,25980,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,329129.943214,3961.74556578,,,0.2403085710797574,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000051b,14.01843257,20.91362458,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.08,516.08,5350516.08,5350516.08,5350516.08,35210517,35210517,35210517,Toronto,Toronto,3530,3530,3530,2,26231,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,343720.099159,5007.27263105,,,0.24412445995378707,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f2,13.34571627,19.91973243,292.386251793,Mississauga,Mississauga,3521005,3521005,3521005,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Mississauga,Mississauga,CY,CY,3521005,3521005,3521005,0516.08,516.08,5350516.08,5350516.08,5350516.08,35210516,35210516,35210516,Toronto,Toronto,3530,3530,3530,2,27654,City of Mississauga,Mississauga,3,Ontario,Ontario,35,35,35,Peel,535,535,1,1,139183.481405,436697.856471,6154.4833684,,,0.25472977302231825,"{""type"":""MultiPoint"",""coordinates"":[]}"
