system:index,APMean,APMean_1,Area_km2,CCSNAME,CCSNAME_1,CCSUID,CCSUID_1,CCSUID_12,CDNAME,CDNAME_1,CDTYPE,CDTYPE_1,CDUID,CDUID_1,CDUID_12,CMANAME,CMANAME_1,CMAPUID,CMAPUID_1,CMATYPE,CMATYPE_1,CMAUID,CMAUID_1,CMAUID_12,CSDNAME,CSDNAME_1,CSDTYPE,CSDTYPE_1,CSDUID,CSDUID_1,CSDUID_12,CTNAME,CTNAME_1,CTUID,CTUID_1,CTUID_12,DAUID,DAUID_1,DAUID_12,ERNAME,ERNAME_1,ERUID,ERUID_1,ERUID_12,FID_Munici,FID_gda_00,FULL_NAME,MUN_NAME,OBJECTID,PRNAME,PRNAME_1,PRUID,PRUID_1,PRUID_12,REG_NAME,SACCODE,SACCODE_1,SACTYPE,SACTYPE_1,SHAPE_Leng,Shape_Area,Shape_Le_1,geometry,geometry_1,mean,.geo
0000000000000000025f,15.41909493,23.00543227,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0571.02,571.02,5350571.02,5350571.02,5350571.02,35211292,35211292,35211292,Toronto,Toronto,3530,3530,3530,1,27555,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,296367.274353,2386.21818444,,,0.19339831157789789,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000267,15.56901915,23.28056294,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0571.02,571.02,5350571.02,5350571.02,5350571.02,35211269,35211269,35211269,Toronto,Toronto,3530,3530,3530,1,27639,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,347099.963334,3036.43556213,,,0.1585914689354643,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028f,14.70636044,21.94076713,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0571.02,571.02,5350571.02,5350571.02,5350571.02,35211268,35211268,35211268,Toronto,Toronto,3530,3530,3530,1,28081,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,199811.748352,1836.12708886,,,0.19106036914187058,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c4,14.51703284,21.67193234,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0571.02,571.02,5350571.02,5350571.02,5350571.02,35211266,35211266,35211266,Toronto,Toronto,3530,3530,3530,1,28522,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,283686.805106,2571.92479074,,,0.2032353711489362,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d7,13.76392343,20.55150344,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0571.02,571.02,5350571.02,5350571.02,5350571.02,35211265,35211265,35211265,Toronto,Toronto,3530,3530,3530,1,28657,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,528875.342657,3296.87460782,,,0.22025958452012864,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d9,14.45079919,21.52595226,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0571.02,571.02,5350571.02,5350571.02,5350571.02,35211267,35211267,35211267,Toronto,Toronto,3530,3530,3530,1,28674,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,468474.636808,3388.66211089,,,0.23446143512475542,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c6,11.9433491,17.82845023,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.01,572.01,5350572.01,5350572.01,5350572.01,35210191,35210191,35210191,Toronto,Toronto,3530,3530,3530,1,22798,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,185372.954527,1759.54778271,,,0.2598151069566872,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cf,11.87018566,17.72306438,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.01,572.01,5350572.01,5350572.01,5350572.01,35210192,35210192,35210192,Toronto,Toronto,3530,3530,3530,1,22896,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,339200.388208,3499.76178025,,,0.2406770765430868,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d3,12.23710895,18.25180188,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.01,572.01,5350572.01,5350572.01,5350572.01,35210186,35210186,35210186,Toronto,Toronto,3530,3530,3530,1,22943,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,150379.323965,1685.93217618,,,0.20699194146273098,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f7,11.71609347,17.46476231,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.01,572.01,5350572.01,5350572.01,5350572.01,35210226,35210226,35210226,Toronto,Toronto,3530,3530,3530,1,23379,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,673715.908222,4943.02002874,,,0.28862552927729657,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018d,11.86769287,17.67438404,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.01,572.01,5350572.01,5350572.01,5350572.01,35210189,35210189,35210189,Toronto,Toronto,3530,3530,3530,1,25047,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,436360.746312,3273.59180491,,,0.2523783694178919,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f6,12.84566655,19.17836531,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.01,572.01,5350572.01,5350572.01,5350572.01,35210194,35210194,35210194,Toronto,Toronto,3530,3530,3530,1,26314,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,401505.871533,3353.16589951,,,0.2553036110282661,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fe,12.64173743,18.87986634,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.01,572.01,5350572.01,5350572.01,5350572.01,35210193,35210193,35210193,Toronto,Toronto,3530,3530,3530,1,26422,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,271401.546466,2670.4388521,,,0.27389286909648464,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023a,11.70000075,17.461341,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.01,572.01,5350572.01,5350572.01,5350572.01,35210227,35210227,35210227,Toronto,Toronto,3530,3530,3530,1,27193,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,257036.299837,2203.99036703,,,0.23123044618145663,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024b,12.28686734,18.26633483,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.01,572.01,5350572.01,5350572.01,5350572.01,35210228,35210228,35210228,Toronto,Toronto,3530,3530,3530,1,27387,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,139201.445861,1805.56938298,,,0.2650107403929236,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000263,12.36042181,18.40662435,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.01,572.01,5350572.01,5350572.01,5350572.01,35210231,35210231,35210231,Toronto,Toronto,3530,3530,3530,1,27592,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,629620.205844,4849.77635569,,,0.26725481750295027,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027a,12.00514865,17.89493869,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.01,572.01,5350572.01,5350572.01,5350572.01,35210195,35210195,35210195,Toronto,Toronto,3530,3530,3530,1,27815,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,408641.667961,3147.65578952,,,0.21872309905714998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000293,11.93209102,17.81334071,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.01,572.01,5350572.01,5350572.01,5350572.01,35210190,35210190,35210190,Toronto,Toronto,3530,3530,3530,1,28141,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,124506.648612,1484.30629827,,,0.22514516018071998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c,11.70000139,17.42529527,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.04,572.04,5350572.04,5350572.04,5350572.04,35210225,35210225,35210225,Toronto,Toronto,3530,3530,3530,1,22170,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,137421.578489,1770.96343041,,,0.2136874831153789,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000215,11.5107649,17.1761723,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.04,572.04,5350572.04,5350572.04,5350572.04,35210206,35210206,35210206,Toronto,Toronto,3530,3530,3530,1,26658,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,142532.836569,1759.42547672,,,0.2512638753754219,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000229,11.48795312,17.14339522,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.04,572.04,5350572.04,5350572.04,5350572.04,35210205,35210205,35210205,Toronto,Toronto,3530,3530,3530,1,26961,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,180743.634514,2317.18457261,,,0.22212925739781617,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000230,11.58698565,17.28372959,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.04,572.04,5350572.04,5350572.04,5350572.04,35210204,35210204,35210204,Toronto,Toronto,3530,3530,3530,1,27063,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,98215.597433,1327.43492756,,,0.19364250720820758,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000271,11.92837363,17.76429739,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.04,572.04,5350572.04,5350572.04,5350572.04,35210224,35210224,35210224,Toronto,Toronto,3530,3530,3530,1,27709,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,592072.695468,3741.83507176,,,0.24869642930188857,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a0,12.04059948,17.91715716,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.04,572.04,5350572.04,5350572.04,5350572.04,35210207,35210207,35210207,Toronto,Toronto,3530,3530,3530,1,28277,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,383159.875209,3792.50320747,,,0.2789221704394983,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d2,12.37629962,18.44784391,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.05,572.05,5350572.05,5350572.05,5350572.05,35211455,35211455,35211455,Toronto,Toronto,3530,3530,3530,1,22934,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,375200.79213,2926.34425059,,,0.2653836005485697,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da,11.8822326,17.71842203,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.05,572.05,5350572.05,5350572.05,5350572.05,35210199,35210199,35210199,Toronto,Toronto,3530,3530,3530,1,23047,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,197369.185328,2184.77977475,,,0.1888285671298741,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0,11.91576347,17.78983379,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.05,572.05,5350572.05,5350572.05,5350572.05,35210198,35210198,35210198,Toronto,Toronto,3530,3530,3530,1,23097,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,184682.687695,2199.24435262,,,0.21583398465107898,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000183,13.48351922,20.15163336,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.05,572.05,5350572.05,5350572.05,5350572.05,35211401,35211401,35211401,Toronto,Toronto,3530,3530,3530,1,24925,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,818217.406364,3586.51774941,,,0.13879500710430903,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b,11.11292357,16.60704088,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.07,572.07,5350572.07,5350572.07,5350572.07,35210216,35210216,35210216,Toronto,Toronto,3530,3530,3530,1,22324,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,163644.0359,1759.49183264,,,0.18393656209877243,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000100,11.97274572,17.84605027,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.07,572.07,5350572.07,5350572.07,5350572.07,35210229,35210229,35210229,Toronto,Toronto,3530,3530,3530,1,23449,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,1078020.4781,7775.54184148,,,0.250760749484895,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013c,11.35040964,16.93449018,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.07,572.07,5350572.07,5350572.07,5350572.07,35210219,35210219,35210219,Toronto,Toronto,3530,3530,3530,1,24210,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,113428.127957,1485.55205407,,,0.2568172500659124,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001af,11.79279917,17.58191664,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.07,572.07,5350572.07,5350572.07,5350572.07,35210222,35210222,35210222,Toronto,Toronto,3530,3530,3530,1,25461,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,207833.482533,1945.47358485,,,0.2248109735525461,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001db,11.48041775,17.12555069,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.07,572.07,5350572.07,5350572.07,5350572.07,35210221,35210221,35210221,Toronto,Toronto,3530,3530,3530,1,25911,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,148866.782485,1571.78456327,,,0.21235112522277946,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e4,11.0786827,16.52023039,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.07,572.07,5350572.07,5350572.07,5350572.07,35210217,35210217,35210217,Toronto,Toronto,3530,3530,3530,1,26009,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,136245.443966,2071.42960751,,,0.19763940423154724,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000217,11.23325936,16.73904965,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.07,572.07,5350572.07,5350572.07,5350572.07,35210218,35210218,35210218,Toronto,Toronto,3530,3530,3530,1,26753,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,224039.932876,2349.17148932,,,0.21302705350628143,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b3,11.50161776,17.16948329,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.07,572.07,5350572.07,5350572.07,5350572.07,35210223,35210223,35210223,Toronto,Toronto,3530,3530,3530,1,28389,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,105447.18167,1351.09874646,,,0.2184493641524918,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002be,11.24064624,16.78986451,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.07,572.07,5350572.07,5350572.07,5350572.07,35210220,35210220,35210220,Toronto,Toronto,3530,3530,3530,1,28487,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,92561.4754121,1460.97641121,,,0.21383718185651204,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104,11.29284503,16.87125287,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.08,572.08,5350572.08,5350572.08,5350572.08,35210211,35210211,35210211,Toronto,Toronto,3530,3530,3530,1,23521,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,400272.804945,3845.14232508,,,0.2445684868309245,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000158,11.73369304,17.52156943,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.08,572.08,5350572.08,5350572.08,5350572.08,35210208,35210208,35210208,Toronto,Toronto,3530,3530,3530,1,24491,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,235097.064475,3609.56110874,,,0.20433612492086953,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c3,11.40157198,17.00392893,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.08,572.08,5350572.08,5350572.08,5350572.08,35210210,35210210,35210210,Toronto,Toronto,3530,3530,3530,1,25689,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,99245.6242673,1770.36905559,,,0.19442933601730775,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c9,11.12254206,16.59671604,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.08,572.08,5350572.08,5350572.08,5350572.08,35210214,35210214,35210214,Toronto,Toronto,3530,3530,3530,1,25739,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,106131.681175,1314.44140128,,,0.16360794369590603,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d2,11.29687781,16.86529979,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.08,572.08,5350572.08,5350572.08,5350572.08,35210212,35210212,35210212,Toronto,Toronto,3530,3530,3530,1,25826,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,150867.640723,1787.99298756,,,0.19555392028096527,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020a,11.47353931,17.0475486,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.08,572.08,5350572.08,5350572.08,5350572.08,35210215,35210215,35210215,Toronto,Toronto,3530,3530,3530,1,26515,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,163107.783713,1748.80649997,,,0.1723950668055064,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000252,11.68920716,17.43422816,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.08,572.08,5350572.08,5350572.08,5350572.08,35210213,35210213,35210213,Toronto,Toronto,3530,3530,3530,1,27445,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,366350.266944,6030.02181302,,,0.193204369345516,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002db,11.43910815,17.05668521,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.08,572.08,5350572.08,5350572.08,5350572.08,35210209,35210209,35210209,Toronto,Toronto,3530,3530,3530,1,28697,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,128690.22929,1761.08719465,,,0.18736272522957825,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e1,11.37671046,17.17194608,269.455099263,Brampton,Brampton,3521010,3521010,3521010,Peel,Peel,RM,RM,3521,3521,3521,Toronto,Toronto,35535,35535,B,B,535,535,535,Brampton,Brampton,CY,CY,3521010,3521010,3521010,0572.09,572.09,5350572.09,5350572.09,5350572.06,35211502,35211502,35211502,Toronto,Toronto,3530,3530,3530,1,25969,City of Brampton,Brampton,2,Ontario,Ontario,35,35,35,Peel,535,535,1,1,99794.6510416,195020.267602,1781.53170881,,,0.1805670084873493,"{""type"":""MultiPoint"",""coordinates"":[]}"
