DAUID,PRUID,PRNAME,CDUID,CDNAME,CDTYPE,CCSUID,CCSNAME,CSDUID,CSDNAME,CSDTYPE,ERUID,ERNAME,SACCODE,SACTYPE,CMAUID,CMAPUID,CMANAME,CMATYPE,CTUID,CTNAME,ADAUID,geometry,APMean
35210147,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.02,562.02,35210042,,9.069788776
35210148,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.02,562.02,35210042,,13.48714754
35210151,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350575.04,575.04,35210052,,14.37940477
35210419,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350501.01,501.01,35210148,,10.24758898
35210420,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350501.01,501.01,35210148,,12.05784466
35210421,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350501.02,501.02,35210151,,9.102843814
35210495,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.26,516.26,35210162,,10.7283991
35210496,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.26,516.26,35210162,,10.96401583
35210497,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.26,516.26,35210162,,10.94926986
35210498,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.26,516.26,35210162,,10.5909695
35210169,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350573.03,573.03,35210058,,9.754504851
35210170,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350573.03,573.03,35210058,,9.954219663
35210171,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350573.03,573.03,35210058,,9.430031729
35210172,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350573.07,573.07,35210064,,9.720389919
35210173,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350573.07,573.07,35210064,,9.586407858
35210174,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350573.07,573.07,35210064,,9.405867343
35210175,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350573.07,573.07,35210064,,9.572354002
35210118,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350561,561,35210043,,11.36040365
35210119,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350561,561,35210043,,10.83594053
35210120,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350560,560,35210037,,10.53
35210121,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350564.01,564.01,35210037,,10.28471398
35210122,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350560,560,35210037,,10.13150094
35210124,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350564.01,564.01,35210037,,9.432264923
35210125,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350564.02,564.02,35210034,,9.054847196
35210130,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350563.02,563.02,35210043,,10.47133919
35210131,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350563.02,563.02,35210043,,10.53618502
35210543,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.29,516.29,35210138,,9.092252999
35210545,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.06,516.06,35210107,,10.53895843
35210547,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.06,516.06,35210107,,9.48
35210550,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.05,516.05,35210136,,9.079788147
35210152,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350575.04,575.04,35210052,,11.78357844
35210153,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350575.04,575.04,35210052,,10.37071502
35210154,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350575.04,575.04,35210052,,10.11184701
35210155,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350575.04,575.04,35210052,,9.506098709
35210156,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350575.04,575.04,35210052,,9.436676713
35210157,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350575.04,575.04,35210052,,9.63121914
35210158,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350575.04,575.04,35210052,,9.759600971
35210159,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350575.03,575.03,35210050,,8.9488939
35210160,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350575.03,575.03,35210050,,9.002993845
35210161,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350575.01,575.01,35210055,,8.985829507
35210162,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350575.01,575.01,35210055,,8.641245985
35210163,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350575.01,575.01,35210055,,8.538565563
35210567,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.32,516.32,35210140,,7.285045955
35210569,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.32,516.32,35210140,,7.573290765
35210570,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.32,516.32,35210140,,7.53735568
35210571,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.2,516.2,35210131,,8.457537037
35210572,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.2,516.2,35210131,,8.159512881
35210176,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350573.07,573.07,35210064,,9.509409891
35210177,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350573.07,573.07,35210064,,9.154904997
35210178,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350573.07,573.07,35210064,,9.244694208
35210179,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350573.03,573.03,35210058,,9.231069108
35210180,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350573.03,573.03,35210058,,9.282731463
35210181,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350574,574,35210060,,9.470286911
35210182,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350574,574,35210060,,9.623453742
35210591,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.03,516.03,35210127,,12.2652072
35210592,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.02,516.02,35210121,,11.78581556
35210593,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.04,516.04,35210129,,11.79955737
35210598,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.04,516.04,35210129,,11.44441773
35210252,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.32,528.32,35210096,,10.8534988
35210253,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.32,528.32,35210096,,11.05498421
35210255,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.33,528.33,35210100,,10.42168123
35210256,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.33,528.33,35210100,,10.74947512
35210261,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.24,528.24,35210089,,15.85339527
35210262,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.18,528.18,35210098,,13.82517103
35210263,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.18,528.18,35210098,,13.11837662
35211532,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.17,576.17,35210027,,6.9670351
35211533,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.17,576.17,35210027,,6.921919916
35211534,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.16,576.16,35210029,,6.929673383
35211535,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.16,576.16,35210029,,6.888569973
35211536,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.16,576.16,35210029,,7.044982361
35211571,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.17,576.17,35210027,,7.02
35211572,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.17,576.17,35210027,,7.329743134
35211573,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.17,576.17,35210027,,7.188548305
35211574,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.17,576.17,35210027,,7.818146944
35211575,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.31,576.31,35210038,,6.29407021
35211576,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.31,576.31,35210038,,6.61294481
35211577,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.31,576.31,35210038,,6.519662641
35211578,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.31,576.31,35210038,,6.112252939
35211579,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.31,576.31,35210038,,6.21779922
35211581,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.32,576.32,35210045,,6.845483512
35211582,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350573.06,573.06,35210049,,10.13980708
35211583,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350573.06,573.06,35210049,,10.08817814
35211584,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350573.06,573.06,35210049,,10.10807352
35211745,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.41,528.41,35210033,,11.70341139
35211746,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.4,528.4,35210091,,13.6184495
35210316,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.06,527.06,35210088,,11.44241025
35210317,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.06,527.06,35210088,,11.76
35210318,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.06,527.06,35210088,,12.32899804
35210319,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.06,527.06,35210088,,11.20528917
35210320,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.05,527.05,35210082,,11.76744219
35210321,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.05,527.05,35210082,,12.09566762
35210322,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.05,527.05,35210082,,13.24644661
35210323,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.05,527.05,35210082,,13.0134395
35210324,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.05,527.05,35210082,,12.79970377
35210326,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.05,527.05,35210082,,11.38321665
35210327,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.05,527.05,35210082,,11.09268859
35210328,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.05,527.05,35210082,,10.95819746
35210329,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.06,527.06,35210088,,10.8436592
35210330,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350523,523,35210086,,10.60483066
35210331,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350523,523,35210086,,10.95556959
35210732,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350503,503,35210163,,13.85499217
35210733,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350503,503,35210163,,10.19181238
35211537,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.06,562.06,35210023,,9.17380775
35211538,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.06,562.06,35210023,,9.66
35211539,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.03,585.03,35210006,,4.448424787
35211540,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.03,585.03,35210006,,4.785073181
35211542,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.05,585.05,35210004,,4.21
35211543,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.05,585.05,35210004,,4.21
35211544,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.05,585.05,35210004,,4.21
35211545,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.05,585.05,35210004,,4.219334689
35211603,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.07,585.07,35210001,,3.485749148
35211812,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.72,576.72,35210054,,7.831297992
35211814,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.42,528.42,35210096,,11.95887847
35211815,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.42,528.42,35210096,,11.84687025
35211816,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.42,528.42,35210096,,12.45834175
35211817,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.42,528.42,35210096,,11.36738372
35211818,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.42,528.42,35210096,,11.38116445
35211819,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.42,528.42,35210096,,10.96229934
35211820,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.42,528.42,35210096,,10.39111495
35211821,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.42,528.42,35210096,,10.30016403
35211822,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.43,528.43,35210114,,10.06195663
35211823,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.43,528.43,35210114,,10.50989838
35211824,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.43,528.43,35210114,,10.13111758
35211825,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.43,528.43,35210114,,10.14459888
35211826,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350521.06,521.06,35210103,,10.32818627
35211827,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350521.06,521.06,35210103,,10.06394021
35211587,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.16,576.16,35210029,,7.145667004
35211588,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.16,576.16,35210029,,7.110277472
35211590,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.47,528.47,35210110,,9.314871869
35211591,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.47,528.47,35210110,,9.486911733
35211592,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.47,528.47,35210110,,9.750520548
35211593,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.47,528.47,35210110,,9.690061503
35211596,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.04,516.04,35210129,,10.11487777
35211597,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.04,516.04,35210129,,10.31979481
35211598,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.22,516.22,35210146,,7.522853406
35211599,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.22,516.22,35210146,,7.4586442
35211600,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.14,562.14,35210039,,8.091952559
35211601,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350562.07,562.07,35210023,,9.402522613
35211602,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.02,585.02,35210002,,4.531070833
35211763,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.1,576.1,35210024,,7.095489093
35211604,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.07,585.07,35210001,,3.391727057
35211605,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.07,585.07,35210001,,3.713953135
35211606,35,Ontario,3521,Peel,RM,3521024,Caledon,3521024,Caledon,T,3530,Toronto,535,1,535,35535,Toronto,B,5350585.07,585.07,35210001,,3.529212634
35211778,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.34,576.34,35210047,,8.654140444
35211779,35,Ontario,3521,Peel,RM,3521010,Brampton,3521010,Brampton,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350576.34,576.34,35210047,,9.833706711
35210641,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.16,516.16,35210143,,9.640788234
35210642,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.11,516.11,35210143,,9.824787991
35210644,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350516.11,516.11,35210143,,9.881988547
35210645,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350527.09,527.09,35210132,,10.67843494
35210646,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.01,528.01,35210166,,9.76778803
35210647,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.01,528.01,35210166,,9.858456815
35210651,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.01,528.01,35210166,,10.5347012
35210652,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.01,528.01,35210166,,10.711367
35210653,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.02,528.02,35210118,,10.71951349
35210655,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350528.02,528.02,35210118,,10.2628526
35210719,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350513.01,513.01,35210135,,9.467251379
35210720,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350513.01,513.01,35210135,,9.870621926
35211830,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350521.01,521.01,35210112,,9.740260248
35211831,35,Ontario,3521,Peel,RM,3521010,Brampton,3521005,Mississauga,CY,3530,Toronto,535,1,535,35535,Toronto,B,5350520.08,520.08,35210124,,10.16236989
